isin,per_isin_id,issuer_name,issuer_sector,bond_label,bond_amount,bond_currency,bond_USD_amount,total_USD_allocated,pre_icma_category,pre_category_as_reported,pre_subcategory,pre_subcategory_as_reported,pre_subcategory_description,pre_eligibility_criteria,pre_exclusions,post_icma_category,post_category_as_reported,post_subcategory,post_subcategory_as_reported,post_allocation_detail,eu_tax_category,post_allocation_value,post_allocation_currency,post_allocation_USD,post_allocation_share_of_total,pre_source_detail,post_source_detail,source_trail
NZHNZD0230L2,3,Housing New Zealand,Real Estate Management & Development,Sustainability,1150000000,NZD,722815839.09,144261470.78,Affordable Housing,Affordable Housing,Social Housing,New Development,"Development of new social housing for people in need listed on MSD Social Housing Register (Priority A or B), with rent caps and affordability thresholds","Apprenticeship programmes require minimum 50% participation from priority groups (Māori, Pasifika, disadvantaged women, young people); Green Buildings require minimum 6 Homestar rating; retrofits only for uncertified existing buildings",,,,,,,,,,,,https://source.arctal.ai/entities/kainga-ora-homes-and-communities/SPO__2022__sustainalytics-independent-assessing-kainga-ora-sustainable__2022-09-09__6da97302b5e0.pdf#page=4,,
NZHNZD0230L2,4,Housing New Zealand,Real Estate Management & Development,Sustainability,1150000000,NZD,722815839.09,144261470.78,Affordable Housing,Affordable Housing,Social Housing,Retrofitting,"Retrofitting of existing housing for people in need listed on MSD Social Housing Register (Priority A or B), including homes modified for disabled population and universal design standards","Apprenticeship programmes require minimum 50% participation from priority groups (Māori, Pasifika, disadvantaged women, young people); Green Buildings require minimum 6 Homestar rating; retrofits only for uncertified existing buildings",,,,,,,,,,,,https://source.arctal.ai/entities/kainga-ora-homes-and-communities/SPO__2022__sustainalytics-independent-assessing-kainga-ora-sustainable__2022-09-09__6da97302b5e0.pdf#page=4,,
NZHNZD0230L2,5,Housing New Zealand,Real Estate Management & Development,Sustainability,1150000000,NZD,722815839.09,144261470.78,Green Buildings,Green Buildings,Existing Buildings/Renovation,Retrofit,Retrofit-related expenditures for existing buildings without green building certification to achieve minimum 6 Homestar rating,,,,,,,,,,,,,https://source.arctal.ai/entities/kainga-ora-homes-and-communities/SPO__2022__sustainalytics-independent-assessing-kainga-ora-sustainable__2022-09-09__6da97302b5e0.pdf#page=5,,
NZHNZD0230L2,6,Housing New Zealand,Real Estate Management & Development,Sustainability,1150000000,NZD,722815839.09,144261470.78,,,,,,,,Green Buildings,Green Buildings,Residential Buildings,,"Sustainability category including work across all four eligible categories: new green public homes, retrofitting existing public homes, acquiring new housing from developers, and other existing homes; Public housing including new construction, retrofitting existing homes, and acquisition from developers",,87806500.0,NZD,55189503.46,0.076353,,https://source.arctal.ai/entities/kainga-ora-homes-and-communities/alloc-report__2023__kainga-ora-sustainable-finance-impact-2022-23-providing__unk-pub-date__645d74b974ef.pdf#page=13,"Allocation: 581,500,000.00 NZD (denom=portfolio, entry=category) | BondShare: bond_amount 1,150,000,000 NZD / eligible_assets_total 7,600,000,000 NZD = bond_share 0.151000 | Scaled: 581,500,000.00 × bond_share 0.151000 = 87,806,500.00 | FX: NZD→USD ×0.628536 @2022-06-22 = 55,189,503 USD | Pct: 7.6%

Extraction notes:
Page shows category-level allocation for FY2022/23. Sustainability (NZD 581.5M / 38%) mapped to Green Buildings; Social (NZD 938.5M / 62%) mapped to Affordable Housing. The Social category relates solely to Affordable housing eligible category per document. Amounts in $b: 0.58 and 0.94 are rounded; using precise values 0.5815 and 0.9385 from text. Total eligible capital expenditure is NZD 1.52 billion. Note: This is portfolio-level data (scope: per_portfolio), not specific to bond NZHNZD0230L2.
Page 12 shows portfolio-level summary only ($1.52B total proceeds). Category breakdown values (Sustainability $581.5M/38%, Social $938.5M/62%) are from page 13 as indicated in agent guidance. Sustainability mapped to ICMA 'Green Buildings', Social mapped to ICMA 'Affordable Housing'. Total $1,520M matches the $1.52B total proceeds available for allocation in FY2022/23.
Mapped 'Green buildings' to 'Green Buildings' entry with housing_units (808 Homestar certified homes). Mapped 'Affordable housing' to 'Affordable Housing' entry with beneficiaries (10,505 people housed) and housing_units (218 supported houses added). Mapped 'Socioeconomic advancement and empowerment' to 'Wellbeing Bond Programme' entry with jobs (123 apprenticeships). Mapped 'Pollution prevention and control' waste diversion tonnes to 'Wellbeing Bond Programme' entry with waste_treated (19,773 tonnes). Used 2023 as the reporting year from the 'Total 2023' column. Note: 'People housed' (10,505) mapped to beneficiaries; 'Supported houses added' (218) mapped to housing_units as additional housing units.

Additional sources: https://source.arctal.ai/entities/kainga-ora-homes-and-communities/alloc-report__2023__kainga-ora-sustainable-finance-impact-2022-23-providing__unk-pub-date__645d74b974ef.pdf#page=14"
NZHNZD0230L2,7,Housing New Zealand,Real Estate Management & Development,Sustainability,1150000000,NZD,722815839.09,144261470.78,Pollution Prevention and Control,Pollution Prevention and Control,Recycling,Waste Diversion,Deconstruction and waste management services for waste diversion from landfills by recycling and reusing deconstruction waste,,,,,,,,,,,,,https://source.arctal.ai/entities/kainga-ora-homes-and-communities/SPO__2022__sustainalytics-independent-assessing-kainga-ora-sustainable__2022-09-09__6da97302b5e0.pdf#page=5,,
NZHNZD0230L2,8,Housing New Zealand,Real Estate Management & Development,Sustainability,1150000000,NZD,722815839.09,144261470.78,Pollution Prevention and Control,Pollution Prevention and Control,Waste Management,Waste Reduction,"Measures to reduce waste during construction through standard design, recycled content, low embodied-carbon materials",,,,,,,,,,,,,https://source.arctal.ai/entities/kainga-ora-homes-and-communities/SPO__2022__sustainalytics-independent-assessing-kainga-ora-sustainable__2022-09-09__6da97302b5e0.pdf#page=5,,
NZHNZD0230L2,9,Housing New Zealand,Real Estate Management & Development,Sustainability,1150000000,NZD,722815839.09,144261470.78,Socioeconomic Advancement and Empowerment,Socioeconomic Advancement and Empowerment,Market & Social Integration,Apprenticeship Programmes,"Apprenticeship and training programmes targeting at least 50% apprentices from Māori, Pasifika, disadvantaged women, young people, and customers; delivered with BCITO, MSD, NZ Institute of Skills and Technology","Apprenticeship programmes require minimum 50% participation from priority groups (Māori, Pasifika, disadvantaged women, young people); Green Buildings require minimum 6 Homestar rating; retrofits only for uncertified existing buildings",,,,,,,,,,,,https://source.arctal.ai/entities/kainga-ora-homes-and-communities/SPO__2022__sustainalytics-independent-assessing-kainga-ora-sustainable__2022-09-09__6da97302b5e0.pdf#page=4,,
MX91CM2S0009,1,Inversiones CMPC S.A.,Paper & Forest Products,SLB,1600000000,MXN,93434334.29,93434334.3,Clean Transportation,Clean Transportation,Electric Vehicles,Clean Transportation,"Expenditures related to the acquisition, modernization, and maintenance of our transport fleet, including transportation with zero direct emissions (i.e. electric vehicles) and low GHG emissions (i.e. Hybrid vehicles). To be eligible, hybrid passenger vehicles must meet a threshold of 50gCO2/km and hybrid freight vehicles (such as heavy trucks) must meet a threshold of 25gCO2/km. Eligible projects include: Electric passenger and freight vehicles; Rolling stock and vehicles for electrified public transport, such as electrified rail, trams, trolleybuses and cable cars; Buses (fully electric). Expenditures related to the installation, acquisition, modernization and maintenance of infrastructure projects associated with electric vehicles, including charging stations",,,,,,,,,,,,,https://source.arctal.ai/entities/cmpc/green-bond-framework__2022__cmpc-sustainable-financing-march-outlines-company-financing__2022-03-XX__9ea0dfef1e7d.pdf#page=9,,
MX91CM2S0009,2,Inversiones CMPC S.A.,Paper & Forest Products,SLB,1600000000,MXN,93434334.29,93434334.3,,,,,,,,"Eco-efficient & Circular Economy Adapted Products, Production Technologies & Processes","Eco-efficient & Circular Economy Adapted Products, Production Technologies & Processes",,,"Circular Economy Adapted Products, Production Technologies and Processes and/or Certified Eco-Efficient Products",,2457246.3257801263,USD,2457246.33,0.026299,,https://source.arctal.ai/entities/cmpc/alloc-report__2023__cmpc-sustainable-financing-impact-detailing-impact-proceeds__2024-01-XX__7fa7c72f0dea.pdf#page=29,"Allocation: 2,500,000.00 USD (denom=bond, entry=category) | Pct: 2.7% | Capped: USD sum 95,060,000 > bond_USD_amount 93,434,334 (from DB), ×0.9829

Extraction notes:
Extracted allocation for CMPC 23V MEXICO Green Bond (ISIN: MX91CM2S0017) only. Two ICMA categories: Circular Economy ($2.5M USD) and Sustainable Forest Management ($92.56M USD). Total allocated $95.06M USD matches bond proceeds of $94M USD (minor difference due to rounding/conversion timing). Unallocated proceeds for this bond is $0.
Page shows corporate sustainability targets with 2024 performance data. GHG footprint (1,548 ktCO2e) represents Scope 1 & 2 emissions. Biodiversity area (415,441 ha) is hectares of conservation. Waste treated (140,512 tonnes) is waste to landfill. These are group-level absolute values applied across all entries as portfolio-level KPIs. Water savings KPI not extracted as industrial water use shows consumption (m3/t) not savings. Trees planted not shown on this page.
Page 29 contains project-level KPIs for the Buin PV project (320 tCO2/year GHG avoided) and SLB projects (335 tCO2/year GHG avoided, 11,974 MWh/year energy savings). These are mapped to the category entry 'Eco-efficient & Circular Economy Adapted Products, Production Technologies & Processes', the bond-level entry 'CMPC 23V MEXICO – Green Bond', and the Chile region entry based on project locations. The energy_savings value of ~11,974 MWh/year is derived from the agent guidance and matches the Renewable Energy and Energy Efficiency projects described.
Mapped section 5 (zero waste to landfill) to 'Eco-efficient & Circular Economy Adapted Products, Production Technologies & Processes' based on waste/circular economy theme. Mapped section 6 (conservation hectares) to 'Environmentally Sustainable Management of Living Natural Resources & Land Use' based on land conservation/biodiversity theme. Both are portfolio-level absolute values for 2022.
Page shows proceeds allocation table with financial amounts but no explicit KPI values. Applied agent guidance: BioCMPC project target of 473 ktCO2 (473,000 tCO2e) as ghg_avoided and 12,000,000 trees_planted. Matched to Eco-efficient/Circular Economy category (where BioCMPC project is listed), the Green Bond entry, and Chile region entries. Year 2023 used from 'AS OF JULY 2023' header.
BioCMPC project impacts mapped to Eco-efficient & Circular Economy (production technology/process improvements) for GHG avoided, water savings, and waste/effluent reduction. Trees planted (12M estimated) mapped to Sustainable Management of Living Natural Resources. Water savings expressed as intensity reduction (2.3 m3/ton). Effluent reduction treated as waste_treated improvement (1.8 m3/ton reduction). Year 2023 used based on bond placement date.

Additional sources: https://source.arctal.ai/entities/cmpc/alloc-report__2024__cmpc-april-2025-sustainable-financing-impact-details__2025-04-XX__086ac1226f99.pdf#page=5; https://source.arctal.ai/entities/cmpc/alloc-report__2024__cmpc-april-2025-sustainable-financing-impact-details__2025-04-XX__086ac1226f99.pdf#page=29; https://source.arctal.ai/entities/cmpc/alloc-report__2023__cmpc-sustainable-financing-impact-detailing-impact-proceeds__2024-01-XX__7fa7c72f0dea.pdf#page=6; https://source.arctal.ai/entities/cmpc/alloc-report__2023__cmpc-sustainable-financing-impact-detailing-impact-proceeds__2024-01-XX__7fa7c72f0dea.pdf#page=23; https://source.arctal.ai/entities/cmpc/alloc-report__2023__cmpc-sustainable-financing-impact-detailing-impact-proceeds__2024-01-XX__7fa7c72f0dea.pdf#page=24"
MX91CM2S0009,3,Inversiones CMPC S.A.,Paper & Forest Products,SLB,1600000000,MXN,93434334.29,93434334.3,"Eco-efficient & Circular Economy Adapted Products, Production Technologies & Processes",Eco-Efficient and/or Circular Economy Adapted Products,Sustainable Packaging,Eco-efficient & Circular Economy Adapted Products Production Technologies & Processes,"Expenditures on projects for the development and introduction of environmentally sustainable products, with an eco-label or environmental certification, resource-efficient packaging and distribution. Eligible Projects include: Sustainable construction materials based on wood structures and solutions; Fiber-based sustainable packaging solutions; Natural and renewable bioproducts including pulp-based textile fibers, lignin and nanocellulose",,,,,,,,,,,,,https://source.arctal.ai/entities/cmpc/green-bond-framework__2022__cmpc-sustainable-financing-march-outlines-company-financing__2022-03-XX__9ea0dfef1e7d.pdf#page=9,,
MX91CM2S0009,4,Inversiones CMPC S.A.,Paper & Forest Products,SLB,1600000000,MXN,93434334.29,93434334.3,Energy Efficiency,Energy Efficiency,Industrial Process Efficiency,Energy Efficiency,"Expenditures related to projects that result in increased energy efficiency, using best efforts basis to achieve at least a 30% energy efficiency improvement. Eligible Projects include: Financing of electric powered machinery or incorporation of energy saving technologies including LED lighting technology; Energy storage systems, energy efficient heating, ventilation, air conditioning (HVAC), refrigeration, and electrical equipment; Acquisition of more efficient electric engines, valves and pumps; Optimization projects in CMPC's plants",,,,,,,,,,,,,https://source.arctal.ai/entities/cmpc/green-bond-framework__2022__cmpc-sustainable-financing-march-outlines-company-financing__2022-03-XX__9ea0dfef1e7d.pdf#page=9,,
