isin,per_isin_id,issuer_name,bond_amount,bond_currency,bond_USD_amount,post_icma_category,impact_metric,impact_type,impact_value,impact_unit,impact_per_million_USD,review_notes,post_source_detail,source_trail
US02765MAJ18,1,"American Municipal Power, Inc.",1890000,USD,1890000.0,Renewable Energy,Installed renewable energy capacity,Environmental,36.8,MW,19.470899,"Bond share is unavailable and coverage is 0%. The per $M calculation divides project-level total by full bond amount ($1.89M), but without bond_share attribution, it's unclear what portion of the 36.8 MW project capacity is attributable to this bond. Same issue applies to all project-level entries.",https://source.arctal.ai/entities/american-municipal-power/SR__2019__amp-detailing-organization-commitment-six-principles__unk-pub-date__f95321df0b47.pdf#page=35,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 36.80 MW (from source, denom=bond, entry=project); 36.80 / 1.9M USD = 19.47 MW/$M

Extraction notes:
p35: Solar Phase II 36.8 MW installed capacity"
US02765MAJ18,2,"American Municipal Power, Inc.",1890000,USD,1890000.0,Renewable Energy,Annual renewable energy generation,Environmental,64218,MWh,33977.777778,"Per $M = 64,218 / 1.89 = 33,977.78. Math checks out. However, capacity factor implied: 64,218 MWh / (36.8 MW × 8760 h) = 19.9%, which is reasonable for solar. No issue with the math.",https://source.arctal.ai/entities/american-municipal-power/SR__2019__amp-detailing-organization-commitment-six-principles__unk-pub-date__f95321df0b47.pdf#page=35,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 64,218.00 MWh (from source, denom=bond, entry=project); 64,218.00 / 1.9M USD = 33,977.78 MWh/$M

Extraction notes:
p35: Solar Phase II 64,218 MWh annual generation"
US02765MAJ18,3,"American Municipal Power, Inc.",1890000,USD,1890000.0,Bond-Wide,Installed renewable energy capacity,Environmental,353.6,MW,187.089947,"Trail explicitly notes 'bond_share unavailable — not attributable to bond' yet the value is still reported. This is the total portfolio capacity across all projects (108.8 + 208 + 36.8 = 353.6 MW, math checks out). The concern is that this $1.89M bond likely finances only a fraction of these projects' total costs, so reporting full project impacts without bond_share attribution overstates the bond's impact.; Installed renewable energy capacity: PMU 187 exceeds cap 50 MW/$M",https://source.arctal.ai/entities/american-municipal-power/SR__2019__amp-detailing-organization-commitment-six-principles__unk-pub-date__f95321df0b47.pdf#page=35,"StandardMetric: true | StandardUnit: true | PerMillionUSD: portfolio-level 353.60 MW (bond_share unavailable — not attributable to bond); 353.60 / 1.9M USD = 187.09 MW/$M | Cap: Installed renewable energy capacity: PMU 187 exceeds cap 50 MW/$M

Extraction notes:
p35: Total 353.6 MW (Meldahl 108.8 + Combined Hydro 208 + Solar 36.8)"
US02765MAJ18,4,"American Municipal Power, Inc.",1890000,USD,1890000.0,Bond-Wide,Annual renewable energy generation,Environmental,1271270,MWh,672629.62963,"Sum check: 425,049 + 782,003 + 64,218 = 1,271,270 MWh. Math is correct. Same attribution concern as row 2 — full project totals reported without bond_share scaling.; Annual renewable energy generation: PMU 672630 exceeds cap 50000 MWh/$M",https://source.arctal.ai/entities/american-municipal-power/SR__2019__amp-detailing-organization-commitment-six-principles__unk-pub-date__f95321df0b47.pdf#page=35,"StandardMetric: true | StandardUnit: true | PerMillionUSD: portfolio-level 1,271,270.00 MWh (bond_share unavailable — not attributable to bond); 1,271,270.00 / 1.9M USD = 672,629.63 MWh/$M | Cap: Annual renewable energy generation: PMU 672630 exceeds cap 50000 MWh/$M

Extraction notes:
p35: Total 1,271,270 MWh (425,049 + 782,003 + 64,218)"
US02765MAJ18,5,"American Municipal Power, Inc.",1890000,USD,1890000.0,Bond-Wide,Annual GHG emissions reduced/avoided/sequestered,Environmental,511065,tCO2e,270404.761905,"Trail is truncated ('065 tCO2e') but value of 511,065 tCO2e is stated. No breakdown provided to verify the sum. Same attribution concern applies.; PMU 270405 exceeds Bond-Wide cap 5000",https://source.arctal.ai/entities/american-municipal-power/SR__2019__amp-detailing-organization-commitment-six-principles__unk-pub-date__f95321df0b47.pdf#page=35,"StandardMetric: true | StandardUnit: true | PerMillionUSD: portfolio-level 511,065.00 tCO2e (bond_share unavailable — not attributable to bond); 511,065.00 / 1.9M USD = 270,404.76 tCO2e/$M | Cap: PMU 270405 exceeds Bond-Wide cap 5000

Extraction notes:
p35: 563,256 US short tons × 0.907185 = 511,065 tCO2e (portfolio total for all 3 projects)"
US02765MAJ18,6,"American Municipal Power, Inc.",1890000,USD,1890000.0,Renewable Energy,Installed renewable energy capacity,Environmental,108.8,MW,57.566138,Installed renewable energy capacity: PMU 58 exceeds cap 50 MW/$M,https://source.arctal.ai/entities/american-municipal-power/SR__2019__amp-detailing-organization-commitment-six-principles__unk-pub-date__f95321df0b47.pdf#page=35,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 108.80 MW (from source, denom=bond, entry=project); 108.80 / 1.9M USD = 57.57 MW/$M | Cap: Installed renewable energy capacity: PMU 58 exceeds cap 50 MW/$M

Extraction notes:
p35: Meldahl 108.8 MW installed capacity"
US02765MAJ18,7,"American Municipal Power, Inc.",1890000,USD,1890000.0,Renewable Energy,Annual renewable energy generation,Environmental,425049,MWh,224893.650794,Annual renewable energy generation: PMU 224894 exceeds cap 50000 MWh/$M,https://source.arctal.ai/entities/american-municipal-power/SR__2019__amp-detailing-organization-commitment-six-principles__unk-pub-date__f95321df0b47.pdf#page=35,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 425,049.00 MWh (from source, denom=bond, entry=project); 425,049.00 / 1.9M USD = 224,893.65 MWh/$M | Cap: Annual renewable energy generation: PMU 224894 exceeds cap 50000 MWh/$M

Extraction notes:
p35: Meldahl 425,049 MWh annual generation"
US02765MAJ18,8,"American Municipal Power, Inc.",1890000,USD,1890000.0,Renewable Energy,Installed renewable energy capacity,Environmental,208,MW,110.05291,Installed renewable energy capacity: PMU 110 exceeds cap 50 MW/$M,https://source.arctal.ai/entities/american-municipal-power/SR__2019__amp-detailing-organization-commitment-six-principles__unk-pub-date__f95321df0b47.pdf#page=35,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 208.00 MW (from source, denom=bond, entry=project); 208.00 / 1.9M USD = 110.05 MW/$M | Cap: Installed renewable energy capacity: PMU 110 exceeds cap 50 MW/$M

Extraction notes:
p35: Combined Hydro 208 MW installed capacity"
US02765MAJ18,9,"American Municipal Power, Inc.",1890000,USD,1890000.0,Renewable Energy,Annual renewable energy generation,Environmental,782003,MWh,413758.201058,Annual renewable energy generation: PMU 413758 exceeds cap 50000 MWh/$M,https://source.arctal.ai/entities/american-municipal-power/SR__2019__amp-detailing-organization-commitment-six-principles__unk-pub-date__f95321df0b47.pdf#page=35,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 782,003.00 MWh (from source, denom=bond, entry=project); 782,003.00 / 1.9M USD = 413,758.20 MWh/$M | Cap: Annual renewable energy generation: PMU 413758 exceeds cap 50000 MWh/$M

Extraction notes:
p35: Combined Hydro 782,003 MWh annual generation"
CA459058HF31,1,IBRD,250000000,CAD,188059005.39,Renewable Energy,Installed renewable energy capacity,Environmental,3.0,MW,0.015952,,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=34,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 2,521.00 MW (from source, entry=category) × bond_share 0.001190 = 3.00 MW; 3.00 / 188.1M USD = 0.02 MW/$M

Extraction notes:
p16: 2,521 MW achieved, Green Bonds Renewable Energy & Energy Efficiency sector

Additional sources: https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=15; https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=16"
CA459058HF31,2,IBRD,250000000,CAD,188059005.39,Renewable Energy,Annual energy savings,Environmental,44625.0,MWh,237.292545,,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=34,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 37,500,000.00 MWh (from source, entry=category) × bond_share 0.001190 = 44,625.00 MWh; 44,625.00 / 188.1M USD = 237.29 MWh/$M

Extraction notes:
p16: 37.5M MWh achieved, Green Bonds Renewable Energy & Energy Efficiency sector

Additional sources: https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=15; https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=16"
CA459058HF31,3,IBRD,250000000,CAD,188059005.39,Clean Transportation,Beneficiaries reached,Social,28798.0,beneficiaries,153.132789,,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=34,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 24,200,000.00 beneficiaries (from source, entry=category) × bond_share 0.001190 = 28,798.00 beneficiaries; 28,798.00 / 188.1M USD = 153.13 beneficiaries/$M

Extraction notes:
p16: 24.2M achieved, Green Bonds Clean Transportation sector

Additional sources: https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=15; https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=16"
CA459058HF31,4,IBRD,250000000,CAD,188059005.39,Sustainable Water and Wastewater Management,Volume of water treated,Environmental,27489.0,m³,146.172208,,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=34,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 23,100,000.00 m³ (from source, entry=category) × bond_share 0.001190 = 27,489.00 m³; 27,489.00 / 188.1M USD = 146.17 m³/$M

Extraction notes:
p16: 23.1M m3 achieved, Green Bonds Sustainable Water & Wastewater Management sector

Additional sources: https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=15; https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=16"
CA459058HF31,5,IBRD,250000000,CAD,188059005.39,Bond-Wide,Annual GHG emissions reduced/avoided/sequestered,Environmental,-165648.0,tCO2e,-880.829927,,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=15,"StandardMetric: true | StandardUnit: true | PerMillionUSD: portfolio-level -139,200,000.00 tCO2e × bond_share 0.001190 = bond 250,000,000 CAD / eligible assets 157,733,000,000 CAD = -165,648.00 tCO2e; -165,648.00 / 188.1M USD = -880.83 tCO2e/$M

Extraction notes:
p15: -139.2 MtCO2eq/year expected, portfolio-level SDB aggregate

Additional sources: https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=34"
CA459058HF31,6,IBRD,250000000,CAD,188059005.39,Bond-Wide,Installed renewable energy capacity,Environmental,5.9143,MW,0.031449,,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=15,"StandardMetric: true | StandardUnit: true | PerMillionUSD: portfolio-level 4,970.00 MW × bond_share 0.001190 = bond 250,000,000 CAD / eligible assets 157,733,000,000 CAD = 5.91 MW; 5.91 / 188.1M USD = 0.03 MW/$M

Extraction notes:
p15: 4.97 GW achieved, portfolio-level SDB aggregate

Additional sources: https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=34"
CA459058HF31,7,IBRD,250000000,CAD,188059005.39,Bond-Wide,Students with access to education,Social,259539.0,students,1380.093442,,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=15,"StandardMetric: true | StandardUnit: true | PerMillionUSD: portfolio-level 218,100,000.00 students × bond_share 0.001190 = bond 250,000,000 CAD / eligible assets 157,733,000,000 CAD = 259,539.00 students; 259,539.00 / 188.1M USD = 1,380.09 students/$M

Extraction notes:
p15: 218.1M achieved, portfolio-level SDB aggregate

Additional sources: https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=34"
CA459058HF31,8,IBRD,250000000,CAD,188059005.39,Bond-Wide,Beneficiaries reached,Social,81634.0,beneficiaries,434.087162,,https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=15,"StandardMetric: true | StandardUnit: true | PerMillionUSD: portfolio-level 68,600,000.00 beneficiaries × bond_share 0.001190 = bond 250,000,000 CAD / eligible assets 157,733,000,000 CAD = 81,634.00 beneficiaries; 81,634.00 / 188.1M USD = 434.09 beneficiaries/$M

Extraction notes:
p15: 68.6M achieved social safety net programs, portfolio-level SDB aggregate

Additional sources: https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=34"
XS0739956042,1,IBRD,10000000,USD,10000000.0,Bond-Wide,Annual GHG emissions reduced/avoided/sequestered,Environmental,17388.5,tCO2e,1738.85,"Trail shows bond_share = 0.000419 and portfolio-level = 41,500,000 tCO2e. 41,500,000 × 0.000419 = 17,388.5 tCO2e. Math checks out. However, the trail also states bond_share = bond 10,000,000 USD / eligible assets 23,872,000,000 USD. 10,000,000 / 23,872,000,000 = 0.000000419, not 0.000419. The actual ratio is 4.19e-4 which equals 0.000419, so this is correct.",https://source.arctal.ai/entities/world-bank-ibrd/alloc-report__2024__ibrd-fiscal-year-july-1-2023-june-30-impact-detailing__unk-pub-date__fc0743ca6136.pdf#page=16,"StandardMetric: true | StandardUnit: true | PerMillionUSD: portfolio-level 41,500,000.00 tCO2e × bond_share 0.000419 = bond 10,000,000 USD / eligible assets 23,872,000,000 USD = 17,388.50 tCO2e; 17,388.50 / 10.0M USD = 1,738.85 tCO2e/$M

Extraction notes:
p16: -41.5 MtCO2eq/year achieved (portfolio-level, cumulative from closed projects since 2008)"
